artist_name,track_id,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity
Mike Foyle,1pRfylDrKCPLX8pd4mUdfU,Love Theme Dusk - Mike's Broken Record Mix,0.0295,0.574,202313,0.784,0.888,6,0.364,-12.209000000000001,0,0.0529,135.001,4,0.034,18
Snow Patrol,0YEy4M8HDitvi6QJ5cvNvv,What If This Is All The Love You Ever Get? - Johnny McDaid Mix,0.0885,0.585,206027,0.48700000000000004,1.83e-05,0,0.11900000000000001,-9.054,1,0.0516,155.886,4,0.16,37
Jinsang,46kSkVqmVLZdDQGZL6gexr,Always,0.478,0.664,86871,0.47200000000000003,0.9670000000000001,1,0.11599999999999999,-11.83,1,0.0518,98.979,4,0.5329999999999999,34
Armin van Buuren,73iOTJnVdJgnWq2zJfchMm,"A State Of Trance (ASOT 889) - Shout Outs, Pt. 2",0.0112,0.414,38630,0.7829999999999999,0.0,11,0.605,-10.869000000000002,0,0.223,70.722,4,0.635,10
Sabrina Carpenter,2QIsSxJ83EsYEv3ML7xvNF,Lie for Love,0.114,0.695,185990,0.818,4.82e-06,6,0.09300000000000001,-6.957999999999999,0,0.0556,126.096,4,0.485,51
Vadim Zhukov,7CFZhfZjkwosxmPda7FetM,Heart Connected (ASOT 889) - Solarstone Reconstruction,0.00322,0.28800000000000003,317890,0.8320000000000001,0.8240000000000001,4,0.182,-12.415999999999999,0,0.0443,133.97799999999998,4,0.092,16
New Ordinance,2Af91CrsFXFENXKaom5SFB,Beyond Gravity (ASOT 889),0.00203,0.581,354490,0.865,0.7709999999999999,0,0.11,-12.418,0,0.0426,129.997,4,0.134,13
Jake Paul,3G3tRwh0G2rQ4EfAeJVP21,"Randy Savage (feat. Team 10, Jitt & Quan)",0.0657,0.716,309286,0.611,0.0,2,0.298,-4.834,1,0.264,167.983,4,0.337,55
Armin van Buuren,2j4IeJku6EqbwxTEXrThlf,A State Of Trance (ASOT 890) - Intro,0.00041600000000000003,0.35700000000000004,31104,0.929,0.0,11,0.37,-9.141,0,0.131,135.555,1,0.24,11
Gregory Alan Isakov,1WdYRcMcRUpnn0NrFWFCT6,Where You Gonna Go,0.8370000000000001,0.44799999999999995,241067,0.327,0.866,0,0.11199999999999999,-12.457,0,0.0273,124.67200000000001,4,0.154,50
Polyphia,44mkUovCUkI5Pbx5Zu27sg,Drown (feat. Mateus Asato),0.0059700000000000005,0.609,234129,0.828,0.685,4,0.141,-6.513999999999999,0,0.040999999999999995,95.677,4,0.17800000000000002,47
The Beatles,7KXaC0HCD4VoIZOzWfdirZ,The Continuing Story Of Bungalow Bill - 2018 Mix,0.295,0.659,194187,0.56,0.0,0,0.6829999999999999,-9.561,1,0.0648,114.796,4,0.738,52
Dido,0OphUDyllTx00zAlQBGzV9,Hurricanes,0.0722,0.535,317293,0.45899999999999996,0.11699999999999999,6,0.0942,-8.49,0,0.0645,175.94400000000002,4,0.0969,53
slenderbodies,2FmiTMqWntedhjmewCy2hG,the one,0.45,0.439,175161,0.531,0.8029999999999999,4,0.157,-8.451,1,0.0337,139.488,3,0.429,10
Danny Elfman,5lEjvAfGZrYZ9JPvsBghIU,Jaunty Kitchen,0.9059999999999999,0.324,97707,0.147,0.502,11,0.405,-22.468000000000004,1,0.0419,158.783,4,0.0824,14
Danny Elfman,2Qiq0C6YfqHPIotRvx9lFx,Welcome Song / Forlorn,0.956,0.126,149773,0.182,0.7340000000000001,5,0.0729,-15.31,1,0.0359,170.274,5,0.0381,13
Danny Elfman,37uPDy4XjdqkgVuXqSNi1D,Mailing a Letter,0.4,0.491,50747,0.479,0.8220000000000001,0,0.0912,-13.655,0,0.0361,125.432,4,0.546,13
Martin Garrix,2ce4J8eyrjLRCQlmEx7qRL,Latency,0.0328,0.66,204375,0.937,0.0683,1,0.49700000000000005,-1.0979999999999999,1,0.18,128.112,4,0.449,60
Danny Elfman,4FPoXbz3NkpeirpchEzHFr,All by Myself [Bonus Track],0.0174,0.25,65707,0.154,0.00302,7,0.209,-15.14,0,0.0482,79.669,4,0.191,13
Danny Elfman,69XHhQd81sKu7jiORZ2u5P,Stealing Christmas,0.889,0.228,244267,0.451,0.8009999999999999,5,0.10099999999999999,-10.832,0,0.0389,77.932,4,0.157,14
Danny Elfman,0bAiFxBaEfMcQnKhOaHV9m,Grinch's Wild Ride,0.691,0.243,162093,0.483,0.8079999999999999,0,0.278,-10.812000000000001,1,0.0465,140.922,4,0.0607,12
Danny Elfman,2JOtCSSr3lCVkbD5zaCtXn,Walking Toward Destiny,0.943,0.293,167053,0.203,0.863,0,0.314,-11.927999999999999,1,0.0347,97.175,4,0.0604,12
Danny Elfman,31kGMUXTHFU1jTu6iWr0xZ,The Big Finale,0.9540000000000001,0.145,116893,0.048,0.479,5,0.6940000000000001,-18.31,1,0.0444,103.12799999999999,5,0.0699,12
eevee,7GdbVz9kjBESOw3tB8IomR,corona,0.544,0.804,118618,0.395,0.61,2,0.122,-12.034,1,0.294,84.995,4,0.418,48
Danny Elfman,0EBDa3ogjcTBLmehIGtXbe,First Christmas,0.915,0.14,51520,0.0856,0.813,9,0.11199999999999999,-19.326,1,0.0392,75.832,4,0.0917,12
Danny Elfman,2nujesASQR1x2RL4sF8Tob,Puppy Eyes,0.878,0.235,63973,0.0583,0.237,0,0.156,-26.038,1,0.0386,45.373999999999995,3,0.0968,12
Danny Elfman,6GD4PC1k5ydFqkq7YL1n8p,The Loudest Snow,0.889,0.304,130640,0.293,0.596,10,0.366,-13.395999999999999,0,0.0532,97.286,4,0.10300000000000001,11
B Side Notes,6szM0QwTDW6yPaqDpTeoZL,Non Sequiter,0.0252,0.7979999999999999,93099,0.662,0.41200000000000003,9,0.13,-7.066,0,0.185,121.958,4,0.69,12
Danny Elfman,35co5TgePqhU9Qzo3GeoC1,It's My Fault,0.946,0.182,139493,0.109,0.951,2,0.322,-17.465,0,0.0375,83.13799999999999,4,0.036000000000000004,11
Danny Elfman,4FE0hbiYawPnUwsJNH3uv9,Command Center,0.9570000000000001,0.321,93400,0.321,0.847,5,0.34600000000000003,-12.257,0,0.0335,149.75,4,0.263,11
Danny Elfman,4LoYwIuLy1jqb4W8RS71Yh,Kids Can't Sleep,0.61,0.24600000000000002,93480,0.363,0.6629999999999999,3,0.0786,-13.335,1,0.0323,129.512,4,0.5720000000000001,10
Omnia,33KLhZzVk3t6NULjFsMWtA,The Fusion,0.000135,0.613,248073,0.9259999999999999,0.0293,8,0.35100000000000003,-2.845,1,0.0347,127.995,4,0.384,10
Icon,4Ly8lDgi6dTF0QbZiqrK2X,Desire - Icarus Mix,0.0169,0.597,396667,0.737,0.884,4,0.0791,-11.280999999999999,0,0.0353,145.857,4,0.319,8
Mat Zo,6AsDma38fJS2PCjrb5nxd6,The Fractal Universe,0.000223,0.591,248236,0.6809999999999999,0.649,7,0.141,-10.964,1,0.038,131.987,4,0.162,17
Jinsang,2agm5XsFGerp5aaJh62vBK,Some Other Time,0.7490000000000001,0.82,232463,0.44299999999999995,0.888,9,0.111,-12.042,1,0.23199999999999998,139.955,4,0.32299999999999995,32
Andy Duguid,3JWkmCFpqpzxnjxpFPyoI2,Wasted - Original Mix,0.00021,0.7859999999999999,502852,0.721,0.846,8,0.248,-6.843,1,0.0495,127.012,4,0.0796,7
Breakfast,3VpCfVwKHWPA8uvl2hEZVf,The Sunlight,0.00157,0.46799999999999997,225882,0.868,0.945,9,0.109,-10.052999999999999,1,0.0321,135.991,4,0.0326,16
Crowder,1qyXVydSsI1RtIKanMxlnZ,Hundred Miles,0.21600000000000003,0.42700000000000005,321933,0.669,0.000462,2,0.0908,-7.317,1,0.0371,76.053,4,0.27699999999999997,39
ARTY,3aky5MkhvITmlDVgZWKQOp,Must Be The Love - Original Mix,0.0934,0.7090000000000001,589240,0.635,0.0172,6,0.836,-5.7829999999999995,1,0.0342,127.988,4,0.204,9
DJ Remy,6MhzEgKtdj1jDaeophCJtD,Till Ya Drop! 2007,0.00045,0.7440000000000001,206000,0.992,0.9179999999999999,7,0.12,-4.293,1,0.115,131.995,4,0.204,13
M.I.K.E.,5WM5eavY3IQzzLkm85ahfc,Massive Motion - Original Mix,2.9600000000000005e-05,0.498,502480,0.8590000000000001,0.8759999999999999,7,0.33899999999999997,-10.06,0,0.0482,138.017,4,0.49200000000000005,6
DJ Remy,0d3m9Yrjmnsi8xGNjrtaWF,Till Ya Drop! 2007 - Original Mix,0.00112,0.759,451853,0.9420000000000001,0.905,1,0.151,-10.565,0,0.106,131.999,4,0.146,6
Jinsang,1UhqOPhm7eOueJnXIcPH08,Every Day,0.965,0.72,67844,0.213,0.9329999999999999,0,0.11800000000000001,-13.969000000000001,0,0.0634,93.363,4,0.0488,32
M.I.K.E.,25bvYE2Fjz7ZazMHn5UFGw,Massive Motion,5.479999999999999e-05,0.405,214022,0.861,0.871,2,0.602,-10.019,0,0.0375,138.0,4,0.20199999999999999,14
Jinsang,28ATS8GYXEr0pHj8gHoMvn,Haven,0.6559999999999999,0.787,155982,0.44299999999999995,0.938,7,0.354,-11.061,1,0.037000000000000005,93.999,4,0.33899999999999997,32
Mat Zo,3XocFRDkYxhdisAxgzpVQj,The Fractal Universe - Original Mix,6.1e-05,0.72,523636,0.848,0.8,0,0.0326,-6.376,1,0.0552,132.011,4,0.381,7
Berner,7hTwIBpyvKabJPSBtB6FBq,Nada (feat. B-Real),0.128,0.63,160363,0.8290000000000001,0.0,1,0.12,-4.918,0,0.36700000000000005,77.803,4,0.583,38
Orjan Nilsen,1gU29YngDH4Cbb9HBam0xy,Amsterdam - Original Mix,0.0111,0.586,500938,0.9570000000000001,0.672,10,0.128,-3.457,0,0.0522,129.012,4,0.0508,8
Amari,2B8Ar0bHpr2C4iG9MnJ1wN,Desire (ASOT 890) - Eelke Kleijn Remix,0.000244,0.562,358772,0.8320000000000001,0.0037700000000000003,4,0.451,-10.42,0,0.0415,120.95700000000001,4,0.469,15
Velvetine,2ly69KGEMXH4a1liFvvfAt,Safe (Wherever You Are) - Rank 1 Remix,0.0846,0.66,482229,0.78,0.235,11,0.184,-8.335,0,0.064,131.007,4,0.168,6
Black Pearl,4E6S1i3adQXgyfkER96WI8,Bounty Island - DJ Shah’s San Antonio Harbour Mix,0.00337,0.5660000000000001,215500,0.992,0.87,0,0.0576,-6.039,0,0.0344,135.0,4,0.6940000000000001,15
Eelke Kleijn,7cAmt7vf4HqD0tluBaCCYG,Drive (ASOT 890),0.0455,0.597,285600,0.89,0.8809999999999999,2,0.109,-10.837,1,0.0467,120.961,4,0.7809999999999999,12
Arctic Quest,4xQNdt6mYVDZAUCjMr4e2J,Renaissance - Original Mix,0.00554,0.542,592766,0.8759999999999999,0.909,10,0.0695,-9.894,0,0.0395,139.998,4,0.20199999999999999,6
Omnia,5mMm0yjnMvOPk5A8Fsys6g,The Fusion - Original Mix,6.929999999999999e-05,0.629,368192,0.893,0.10300000000000001,8,0.10800000000000001,-3.05,1,0.0396,127.98100000000001,4,0.41,8
Gaia,0YfvYY5mIXVIPCRMvhGT6M,J'ai Envie De Toi - Original Mix,0.00411,0.584,517712,0.971,0.871,1,0.114,-6.023,1,0.0446,131.987,4,0.244,7
Armin van Buuren,2Ma7NlVdIB6vQEPdu9iNOH,Rain,0.00133,0.5870000000000001,245333,0.7440000000000001,0.889,11,0.121,-10.74,0,0.0383,134.988,4,0.193,6
Lange,3fxDL72b65183OcbVqgMf6,Stadium Four,0.000469,0.499,195556,0.9,0.875,9,0.344,-6.981,0,0.0451,135.014,4,0.0384,15
DJ Ton T.B.,3zpYmrEPFgX4fOEgEXarzl,Electronic Malfunction - Original Mix,0.0104,0.6509999999999999,572507,0.6759999999999999,0.878,9,0.0798,-9.144,0,0.0334,137.996,4,0.332,5
Michel LeBond,5921nMZXq52f54Jv57BE80,Amygdala,0.961,0.132,218175,0.0324,0.963,8,0.10300000000000001,-23.953000000000003,1,0.0352,99.13799999999999,4,0.0918,64
Vincent de Moor,0Tp4xgh4tDVN7hauxwZVmT,No Hesitation - VDM's 2007 Rework,0.00022400000000000002,0.6859999999999999,468628,0.971,0.579,11,0.0968,-4.8660000000000005,0,0.11,138.026,4,0.655,5
LinkUpz,4OeNrCWnGBFsA2HyyhdqDV,Tata.,0.598,0.8009999999999999,96000,0.7190000000000001,0.887,7,0.106,-7.657,1,0.149,89.99,4,0.7659999999999999,10
Andrew McMahon in the Wilderness,0AUp7gUmJ7SupYyCDZz3na,Careless,0.00232,0.268,231333,0.767,9.290000000000001e-05,2,0.0754,-6.725,1,0.0978,162.135,3,0.44799999999999995,40
Kurt Vile,1oRu9aGmEgnzxrtyz601j7,Hysteria,0.0666,0.639,322813,0.583,0.0166,7,0.0877,-4.3919999999999995,1,0.0273,106.161,4,0.507,48
Susan H,47L266PPwxai64cqq1bjfp,Thank God,0.368,0.804,175430,0.653,0.000246,9,0.0653,-5.867000000000001,0,0.0376,103.042,4,0.568,29
Summer Salt,5uuWDZStMaeGI6RoaXGct1,One Last Time,0.754,0.71,217636,0.359,0.228,1,0.0894,-10.925,1,0.0281,109.98899999999999,3,0.434,57
Mr Eazi,6NxwOC0X9R1Q8FnqvULkQQ,Open & Close,0.221,0.792,164001,0.873,0.0179,8,0.3,-4.09,0,0.0876,128.001,4,0.696,54
Beartooth,009TjPzPuetzFiJNnBEVrV,Used and Abused,0.000801,0.419,211968,0.98,0.00079,8,0.134,-3.36,1,0.0925,194.80900000000003,4,0.5670000000000001,48
Thalía,6ws1fT6LEmEqDpa2Uvagfr,Corazón Valiente,0.275,0.8,183520,0.746,0.0,4,0.0998,-5.159,1,0.17300000000000001,96.04,4,0.649,49
Hillsong Worship,2WZxGKwbxjizNdwjYryw8f,Touch Of Heaven - Live/Acoustic,0.878,0.531,377627,0.1,0.0,9,0.106,-13.915999999999999,1,0.0314,134.806,4,0.096,50
Pinegrove,2XSJdBYyn3uWYt6SiEHBsT,Intrepid,0.106,0.371,210773,0.534,5.8200000000000005e-05,4,0.10300000000000001,-10.041,1,0.0671,122.58,3,0.183,49
Mikey Mike,5ZKEuCpf7R5pcy6vDRijQn,Strange Times,0.594,0.745,177697,0.611,0.0021,2,0.11599999999999999,-9.708,1,0.146,122.054,4,0.47,36
Houndmouth,12tI1LZREXDWxdo6G8ROPq,Young Again - GH Demo,0.00132,0.365,218500,0.526,0.395,8,0.235,-11.935,1,0.0454,135.116,4,0.19699999999999998,38
Jess Glynne,1xioudMcmh1QOICTh8xmOe,Broken,0.484,0.455,217320,0.655,0.0,4,0.36,-4.066,1,0.037000000000000005,73.82600000000001,4,0.377,60
Harry Strange,0NkL1Siud2QlboAlgleUcH,Signs,0.313,0.623,200001,0.341,3.92e-06,6,0.102,-10.727,0,0.11800000000000001,140.002,4,0.239,36
Star Cast,6y8VRluFbQ2BuAI3bz6DNy,"Live It Up - From “Star"" Season 3",0.49,0.677,154160,0.634,0.0,7,0.31,-6.031000000000001,1,0.47700000000000004,76.115,4,0.45299999999999996,42
Thalía,5VHhDVUjQFTTPx9BwyMluE,Ay Amor,0.17800000000000002,0.7190000000000001,189320,0.9229999999999999,1.08e-06,1,0.32,-4.17,0,0.0447,102.03,4,0.914,47
Albert Vorne,2lNQvpuXAajkUF5z7izgwy,Formentera What - Gareth Emery Remix,0.000642,0.675,197503,0.81,0.7040000000000001,1,0.057999999999999996,-7.315,0,0.0553,134.983,4,0.591,17
SYSYI,6HAsbWFVZMR3Obl2l9tImg,Show Love,0.019,0.597,198811,0.7070000000000001,0.0,3,0.115,-4.624,0,0.0531,94.96799999999999,4,0.213,7
Sophie Meiers,36uIXVbBZYTPaWgxUYupoK,Moment,0.889,0.5579999999999999,154839,0.514,1.4e-06,7,0.0965,-6.367999999999999,0,0.22399999999999998,122.70299999999999,4,0.113,43
Pyotr Ilyich Tchaikovsky,6IbDFHqcCwYKkb3CzADnje,"Hamlet Fantasy Overture, Op. 67, TH 53",0.9490000000000001,0.133,1149133,0.12,0.8640000000000001,4,0.0883,-19.076,0,0.0375,70.21300000000001,4,0.04,18
Thalía,2Wa8j5DWs4RrRd3hSAEtgB,Por Amor Al Arte,0.494,0.586,235920,0.7809999999999999,0.0,2,0.10800000000000001,-4.888999999999999,1,0.0508,124.051,4,0.284,47
Kate York,2ISgPZhbeqTrJFlSOMwrjF,Bound Together,0.46799999999999997,0.534,213158,0.455,0.0271,11,0.135,-12.833,0,0.0608,151.864,4,0.19699999999999998,47
Bury Tomorrow,6REc2Tq4G2RW5zKXtusTLF,Black Flame - Single Edit,5.6999999999999996e-05,0.376,233964,0.982,5.41e-06,5,0.16,-3.779,0,0.0625,148.92600000000002,4,0.15,60
NateWantsToBattle,14OKCneKA8PF9bhbIOEkY9,Odd Future,0.0378,0.65,90000,0.8079999999999999,0.0,5,0.609,-6.949,0,0.0763,127.806,4,0.794,49
one sonic society,3DY5GOnDQXNKP0fNXcnW2U,Love Song,0.8109999999999999,0.48700000000000004,214693,0.568,0.00010700000000000001,11,0.135,-8.443999999999999,0,0.0395,187.774,4,0.29100000000000004,58
Chris Janson,7s5Sr1NJuKnlOMI2d4ruUC,It Is Christmas,0.826,0.364,167613,0.424,3.02e-06,2,0.10400000000000001,-8.559,1,0.0295,141.678,4,0.188,16
Pyotr Ilyich Tchaikovsky,7Hxhaya5DALfrKMMh1T6HG,"1812 Overture, Op. 49, TH 49",0.917,0.166,930987,0.22699999999999998,0.914,3,0.115,-19.427,1,0.0596,82.309,4,0.0903,29
Thalía,5RbXffNWSLExpClJ2cTeKH,Tú Me Sientas Tan Bien,0.145,0.8320000000000001,184320,0.746,0.0,8,0.174,-3.945,0,0.0348,130.028,4,0.654,48
Ashen ice,3JdU0cYCdd7YgCzJ1aUC9A,Blockster,0.0973,0.302,87351,0.9890000000000001,0.6609999999999999,5,0.132,-3.8680000000000003,0,0.508,129.972,4,0.375,12
Elephante,3sj81b1jHQrwmLH6iJQ3tM,Red Smoke (YOOKiE Remix),0.0525,0.585,178287,0.865,0.925,9,0.111,-3.9760000000000004,1,0.19399999999999998,149.98,4,0.307,22
The Internet,18q3Snk21t9JruunyQ9xNT,Next Time / Humble Pie,0.574,0.45,340800,0.616,0.46399999999999997,5,0.12,-8.675,1,0.0846,154.036,4,0.84,51
Anthem Lights,40Wqe6HZLSEf10SPfs00sS,Let It Be / Hey Jude,0.765,0.368,189150,0.282,0.0,7,0.113,-5.008,1,0.0322,145.438,4,0.43700000000000006,35
Phish,13t7NCgsLYmCXShXlugoWn,Stray Dog - Live,0.6409999999999999,0.47100000000000003,259027,0.915,0.33399999999999996,8,0.973,-5.292999999999999,1,0.071,91.781,4,0.7,35
Mitch James,5EzSENZCAxHqxAXYJhea3p,Can't Help Myself,0.08800000000000001,0.75,210200,0.71,0.0,7,0.109,-6.981,0,0.0624,95.99799999999999,4,0.5920000000000001,51
The Knocks,4wWqsVKREjScKuLQlgdsU5,Brazilian Soul (feat. Sofi Tukker),0.0573,0.653,197373,0.68,2.28e-06,1,0.0683,-5.351,1,0.0885,99.023,4,0.541,23
Riot Ten,4op1jYRmceHL6ruqOw8Ulq,Pit Boss - BadKlaat Remix,0.0435,0.5820000000000001,196800,0.997,4.31e-05,8,0.494,-0.997,1,0.36,74.976,4,0.34600000000000003,37
Mura Kami,1j5iv2pHY6bhK3FNPqduhS,Light Tower,0.5589999999999999,0.55,88343,0.109,0.18,1,0.10099999999999999,-22.41,0,0.0684,169.983,4,0.281,44
Phish,2AhoTLqvLJwCYl3bkJddqD,Play By Play - Live,0.7709999999999999,0.514,526320,0.758,0.161,5,0.706,-6.422999999999999,0,0.0441,103.514,4,0.509,32
Devin Dawson,6H14Ob3y9XlzAJxx1Kytki,Dark Horse - Songs in the Key of F - Live,0.762,0.528,225160,0.35600000000000004,0.0,6,0.111,-8.129,0,0.0279,72.832,4,0.209,30
The Mayries,33agwuxgSrDYrIKidpAPqf,It Aint Me Babe,0.9229999999999999,0.626,228029,0.152,8.36e-05,9,0.111,-16.312,1,0.0287,94.99,4,0.332,50
Kina,4CALLtGlZBwdpfQvMQvhH2,Nobody Cares,0.725,0.657,175229,0.159,0.73,4,0.27899999999999997,-15.618,0,0.0395,100.01799999999999,4,0.0833,63
Wafia,7rVxV7D31Ur9E6iVvSYXRi,I'm Good - Louie Lastic & Billy Davis Remix,0.4,0.807,233529,0.7559999999999999,0.000594,1,0.273,-5.97,1,0.0707,101.95,4,0.659,31
King Mez,5NhqdHEGfM78WWnJARI0iM,The Shift,0.375,0.546,271095,0.636,5.63e-06,4,0.0894,-8.354,1,0.314,138.275,4,0.33899999999999997,44
Erik Alexander,7IFCqZ4ToJQi8u5EwDTbHg,Por Que Te Marchaste,0.813,0.632,180584,0.298,0.0,10,0.11599999999999999,-12.754000000000001,1,0.0402,151.218,4,0.77,57
Barrie,3UBkhPyI6UfmH86bxxPLcb,Michigan,0.532,0.6809999999999999,215000,0.657,0.831,9,0.20199999999999999,-7.696000000000001,0,0.0232,95.976,4,0.552,50
SOB X RBE,08zQFavuM6FHXCiD5UFiaC,"Hood Ballad (feat. Yhung T.O., Slimmy B, DaBoii & Lul G)",0.0231,0.631,237810,0.6890000000000001,0.0,4,0.198,-6.4079999999999995,0,0.364,98.76299999999999,4,0.29100000000000004,41
Elephante,2qN2VCkMjfdLBlqCYPEuoY,Otherside,0.0362,0.518,237647,0.841,0.0,1,0.0877,-3.7089999999999996,1,0.0325,101.992,4,0.517,12
Bailo,5O0HssN2SXcwqFobAJRNu0,Tear It Down,0.0346,0.491,177633,0.993,4.58e-06,1,0.105,0.45399999999999996,1,0.47,149.80200000000002,4,0.535,38
Jess Glynne,5cHxiejMwH4wLYJAQGQ3Vs,No One,0.0824,0.581,219867,0.779,0.0,11,0.159,-3.657,0,0.0435,119.954,4,0.308,67
Kenny Rogers,79qOMHgCyQkVNJxvA0mk6G,I'll Be Home for Christmas,0.727,0.433,164907,0.23,9.15e-05,9,0.129,-11.020999999999999,1,0.0294,61.881,4,0.128,0
Noax,4AReuskFZseMj4RpJk0Zyi,The End,0.0036200000000000004,0.541,140842,0.961,0.578,1,0.109,-7.766,1,0.0773,75.005,4,0.276,52
Sophie Meiers,2By6u9FfVWZ5j8T55dPKiw,Broken Toys,0.799,0.723,224808,0.40399999999999997,0.021,10,0.121,-12.686,0,0.134,123.846,4,0.231,32
NEEDTOBREATHE,2nhNQuA1Y9kUR0y1mhDUPu,White Fences (Acoustic Live),0.618,0.52,233867,0.773,1.94e-06,11,0.705,-4.067,1,0.0285,81.53399999999999,4,0.578,40
Elephante,3ZpZfkIBc0gU8VR1GqjFKc,Come Back For You (Andrelli Remix),0.115,0.644,220292,0.6990000000000001,0.0,2,0.135,-5.127999999999999,1,0.0994,160.028,4,0.29,27
Elephante,6GffWb6hZt3pNVGrBvufRN,Otherside (Ashworth Remix),0.113,0.861,186492,0.6,0.00047300000000000006,10,0.0441,-6.1579999999999995,0,0.0353,105.027,4,0.8420000000000001,18
The Woodlands,2TFAqy2WA0m6Li2Dxh7EGX,Bronze - Acoustic,0.7120000000000001,0.649,218585,0.309,0.109,11,0.0766,-9.162,0,0.0294,97.79799999999999,4,0.358,30
Elephante,3DchJOgF4JUzQJyoAVePa7,The In Between (RCKT PWR Remix),0.258,0.46799999999999997,217600,0.87,0.0,4,0.0813,-2.286,0,0.13699999999999998,149.86700000000002,4,0.37200000000000005,21
Elephante,0gAX6UhgDnXkAs6mNLFe8L,Troubled (Fairlane Remix),0.29100000000000004,0.565,194182,0.731,0.0,11,0.0735,-8.162,1,0.0685,110.04299999999999,4,0.513,30
Elephante,2wZoSdcnl4qPYyBQSfWlFy,All Over Again (Fluencee Remix),0.0046700000000000005,0.7,206750,0.774,0.0,3,0.0724,-3.792,1,0.0303,99.98200000000001,4,0.433,20
Ajmw,6mg23Pdoa5TjdLKTocFRWf,Roses,0.8320000000000001,0.721,82500,0.0796,0.91,5,0.11,-12.89,0,0.295,80.081,4,0.494,53
Elephante,7ghqF6gEaDDie530nwpUJW,Otherside (Autolaser Remix),0.171,0.6609999999999999,334790,0.8190000000000001,0.182,1,0.0898,-6.481,1,0.0394,118.98700000000001,4,0.353,16
Bankrupter,6pMiKJkHRTN8XZkzvLJCaZ,Basalt,0.00106,0.772,144405,0.634,0.917,0,0.141,-8.524,1,0.0597,122.90799999999999,4,0.691,4
LAY,6Po4yEio0y4G82klAyChEK,Don’t Let Me Go,0.49,0.46299999999999997,211540,0.7120000000000001,9.13e-06,7,0.105,-3.335,0,0.115,165.704,4,0.337,43
Mark Deko,4EMfeNehRq5ylzAnjyeyXD,Sawyer,0.00743,0.8140000000000001,124893,0.5720000000000001,0.907,4,0.0763,-13.208,0,0.0625,123.001,4,0.8029999999999999,4
Ouse,2wheAj3JIOq3Qt4IzcY0CI,Adventure Time,0.647,0.9109999999999999,98000,0.455,0.00414,4,0.853,-7.276,1,0.349,120.03299999999999,4,0.7120000000000001,9
Pegboard Nerds,36NhNXs22nb7hciGfJBRYv,Escape,0.000244,0.627,222477,0.98,0.5920000000000001,10,0.1,-2.687,0,0.218,149.988,4,0.257,26
FilmFanatiker,1bjgHta7L5lEh2GCOborbR,Weibliche Heulerei,0.0434,0.81,66207,0.44,0.956,0,0.121,-30.358,1,0.44299999999999995,116.06299999999999,4,0.385,7
Bhad Bhabie,36FpIIYLq6qmbtBrJv4WJ3,Affiliated (feat. Asian Doll),0.0376,0.823,146091,0.722,0.0,6,0.146,-6.415,0,0.13699999999999998,160.034,4,0.746,51
Charli XCX,4neipBD8hA1q2g1FS9hgAC,No Angel,0.0182,0.746,186694,0.711,0.0,8,0.06,-5.318,1,0.0512,98.03200000000001,4,0.517,53
HE$H,33qCApqUhEJ48iB4UrS36N,Hit a Lick,0.000525,0.723,281384,0.982,0.805,1,0.299,-2.227,0,0.132,144.879,4,0.0794,27
Tritonal,7EntQCY8iZl3DnrBtXJpqD,Invincible Sun,0.0197,0.687,483601,0.71,0.5529999999999999,10,0.0682,-9.631,0,0.0679,133.993,4,0.511,0
Excision,2Q2ZyzziYHeusZVlTbnjnb,Her - Wooli Remix,0.00364,0.368,217600,0.953,0.29,5,0.652,-1.8769999999999998,0,0.5710000000000001,74.928,4,0.237,28
Andrew McMahon in the Wilderness,0wCvbxygwKpwDfDCAZlNhj,House In The Trees,0.0017699999999999999,0.496,238467,0.85,0.0,7,0.122,-5.94,0,0.0292,112.994,4,0.807,42
Tha Trickaz,1zM3DLeyX9oMiTC4vY3Npv,OG Purp - PhaseOne Remix,0.00223,0.657,200072,0.972,0.27399999999999997,1,0.365,-1.5390000000000001,1,0.109,150.03799999999998,4,0.8,27
BABYMETAL,5WeMW3BHiC7loQLKo8uyBQ,Starlight,0.000138,0.426,217216,0.978,0.915,3,0.188,-3.594,0,0.13699999999999998,142.05100000000002,4,0.0543,38
Carbin,6A5O9PQzNwF8cldKhrDWor,Twenty-2-Life,6.720000000000001e-05,0.637,241600,0.973,0.8,5,0.0664,-1.545,1,0.0476,74.977,4,0.039,27
Baby Sleep,0IUaUyM7tloRcV3PpiXvAj,Shhhh Baby Shusher for Sleep,0.000769,0.248,157361,0.198,0.000398,0,0.135,-26.53,0,0.0749,70.013,4,0.039,59
Jade Bird,7lqJKQZ3YmtS2fsELnpNk3,Uh Huh - Acoustic,0.599,0.368,171971,0.441,0.0,4,0.145,-6.656000000000001,1,0.0457,192.46099999999998,4,0.297,37
EDEN,5b7dneE3n3E6STLGvTbqbr,lost//found,0.9390000000000001,0.43799999999999994,203575,0.0893,0.000571,10,0.654,-21.980999999999998,1,0.0535,115.00399999999999,4,0.14,52
Bishop Briggs,4aMbVZus6L3hhOnDksMp47,Hallowed Ground,0.0608,0.647,174147,0.6829999999999999,2.69e-06,9,0.132,-4.213,0,0.035,98.84299999999999,4,0.191,53
